TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
331.22,Credit,Oklahoma City,Branch,61.0,Doctor,161.0,1.0,12613.25,1
57.49,Credit,Detroit,Online,24.0,Student,177.0,1.0,765.15,3
157.56,Debit,Indianapolis,Branch,43.0,Doctor,159.0,1.0,7541.16,2
230.3,Debit,Colorado Springs,Online,46.0,Engineer,24.0,1.0,8356.88,2
305.92,Debit,El Paso,ATM,72.0,Retired,88.0,1.0,1445.47,2
942.7,Debit,Boston,Online,35.0,Engineer,29.0,1.0,5141.32,2
116.33,Debit,Fresno,Branch,27.0,Student,144.0,1.0,1696.15,3
537.71,Credit,Mesa,Online,19.0,Student,175.0,1.0,1806.08,3
538.17,Credit,Washington,Branch,27.0,Engineer,252.0,1.0,5908.04,1
219.44,Debit,Washington,Online,42.0,Engineer,23.0,1.0,4207.27,2
58.77,Debit,Memphis,Online,27.0,Engineer,191.0,1.0,7261.7,2
403.01,Debit,Washington,Online,63.0,Doctor,286.0,3.0,10513.52,0
719.76,Debit,San Francisco,Branch,19.0,Student,190.0,1.0,690.52,3
163.22,Debit,Miami,Online,26.0,Student,217.0,1.0,1788.27,3
291.22,Credit,Baltimore,Online,41.0,Engineer,100.0,1.0,3677.63,1
56.52,Debit,Omaha,ATM,42.0,Engineer,152.0,1.0,6911.2,2
195.8,Debit,Raleigh,Online,39.0,Doctor,186.0,1.0,12027.68,2
66.76,Credit,Austin,Branch,36.0,Doctor,44.0,1.0,184.72,1
106.99,Debit,Omaha,Branch,38.0,Engineer,152.0,1.0,5771.4,2
655.81,Debit,Omaha,ATM,55.0,Retired,164.0,2.0,4539.99,2
107.1,Credit,Philadelphia,Online,25.0,Student,175.0,1.0,193.8,3
79.92,Debit,Miami,ATM,44.0,Engineer,274.0,2.0,9138.76,2
235.34,Debit,Washington,Branch,26.0,Student,68.0,1.0,566.83,3
86.35,Credit,Indianapolis,Branch,52.0,Retired,24.0,1.0,1550.48,1
337.99,Debit,Colorado Springs,ATM,70.0,Doctor,115.0,1.0,9038.63,2
577.13,Credit,San Jose,Branch,40.0,Engineer,66.0,1.0,6640.51,1
213.33,Debit,Omaha,ATM,52.0,Retired,161.0,1.0,5400.44,2
883.92,Credit,Tucson,Online,53.0,Retired,129.0,1.0,2342.64,1
69.8,Credit,New York,Branch,27.0,Student,138.0,1.0,136.77,3
768.94,Debit,Indianapolis,Branch,64.0,Retired,53.0,1.0,6860.18,2
179.62,Debit,Tucson,Online,24.0,Student,119.0,1.0,409.26,3
425.91,Debit,Jacksonville,ATM,23.0,Student,47.0,1.0,383.58,3
263.34,Debit,Denver,ATM,64.0,Retired,55.0,1.0,2411.02,2
113.03,Credit,Tucson,Online,36.0,Doctor,12.0,1.0,6756.13,1
11.02,Debit,Austin,Online,42.0,Doctor,42.0,1.0,7879.66,2
865.17,Debit,Houston,Branch,24.0,Student,161.0,1.0,9297.5,3
152.0,Debit,Albuquerque,ATM,51.0,Engineer,63.0,1.0,7531.43,2
270.39,Debit,Jacksonville,ATM,25.0,Student,104.0,1.0,899.15,3
261.45,Credit,Oklahoma City,Online,50.0,Engineer,96.0,1.0,6735.74,1
99.98,Credit,Washington,Online,73.0,Retired,152.0,1.0,3037.97,1
400.69,Debit,Las Vegas,Online,32.0,Engineer,26.0,1.0,9040.33,2
411.47,Debit,Fort Worth,ATM,26.0,Student,120.0,1.0,796.63,3
204.63,Debit,Las Vegas,Online,52.0,Engineer,92.0,1.0,9199.52,2
421.56,Debit,San Jose,Online,53.0,Engineer,144.0,1.0,8037.87,2
193.38,Debit,Memphis,ATM,18.0,Student,285.0,1.0,1081.79,3
377.04,Debit,Chicago,ATM,34.0,Engineer,64.0,1.0,3812.87,2
54.1,Credit,Boston,Branch,28.0,Engineer,17.0,1.0,940.91,1
18.1,Debit,Louisville,ATM,57.0,Retired,66.0,1.0,6474.34,2
408.62,Credit,Fort Worth,Online,48.0,Engineer,159.0,1.0,2498.48,1
162.1,Debit,Baltimore,Branch,64.0,Doctor,221.0,1.0,9578.74,2
165.31,Debit,Boston,ATM,49.0,Doctor,28.0,1.0,7346.66,2
267.48,Debit,Albuquerque,ATM,21.0,Student,159.0,2.0,811.86,3
856.9,Debit,New York,Branch,36.0,Engineer,150.0,1.0,8579.69,2
271.22,Credit,Louisville,ATM,45.0,Doctor,87.0,1.0,6863.02,1
307.68,Credit,Detroit,Online,75.0,Retired,162.0,1.0,2052.84,1
348.17,Debit,El Paso,ATM,21.0,Student,181.0,1.0,1887.84,3
557.78,Credit,Phoenix,Branch,26.0,Student,102.0,1.0,1289.48,3
325.6,Debit,Dallas,ATM,69.0,Doctor,88.0,1.0,13777.1,2
235.83,Credit,Memphis,Online,53.0,Engineer,169.0,1.0,4120.75,1
603.54,Debit,Albuquerque,Online,44.0,Doctor,26.0,1.0,10517.47,2
270.25,Debit,Tucson,ATM,31.0,Engineer,42.0,1.0,5414.97,2
123.38,Debit,Sacramento,Online,59.0,Doctor,40.0,1.0,13542.41,2
577.12,Debit,Virginia Beach,ATM,39.0,Engineer,69.0,1.0,5265.88,2
92.24,Debit,Philadelphia,Branch,60.0,Engineer,93.0,1.0,6937.48,2
856.21,Credit,Colorado Springs,Branch,33.0,Doctor,109.0,1.0,12690.79,1
251.54,Debit,Tucson,Branch,48.0,Doctor,177.0,1.0,254.75,2
28.63,Debit,San Diego,Branch,56.0,Retired,146.0,1.0,3382.91,2
185.97,Debit,Denver,Online,23.0,Student,19.0,1.0,1776.91,3
243.08,Credit,Jacksonville,Online,24.0,Student,93.0,1.0,131.25,3
12.18,Debit,New York,Branch,76.0,Retired,77.0,1.0,4909.24,2
232.12,Debit,Omaha,ATM,37.0,Engineer,51.0,1.0,6689.87,2
198.62,Credit,Tucson,Branch,27.0,Student,84.0,1.0,1196.07,3
